Date,Location,Total Number Particpants,Total Number of Boats,Average Time Spent Fishing,Tournament Duration,Fish Type,Fish name,Sex,Boarded,Bycatch,Lenght (mm),Weight (Kg),Distance to coast,Zone
March-10-01,Club Náutico de La Parguera,192,48,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,7.72,,2
March-10-01,Club Náutico de La Parguera,192,48,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,6.81,,2
March-10-01,Club Náutico de La Parguera,192,48,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,7.27,,2
March-10-01,Club Náutico de La Parguera,192,48,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,15.9,,2
March-10-01,Club Náutico de La Parguera,192,48,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,0,13.18,,2
March-10-01,Club Náutico de La Parguera,192,48,8,2,8835290101,Dolphinfish,M,TRUE,FALSE,0,18.18,,2
March-10-01,Club Náutico de La Parguera,192,48,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,7.72,,2
March-10-01,Club Náutico de La Parguera,192,48,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,8.63,,2
March-10-01,Club Náutico de La Parguera,192,48,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,9.54,,2
March-10-01,Club Náutico de La Parguera,192,48,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,7.27,,2
March-10-01,Club Náutico de La Parguera,192,48,8,2,8835290101,Dolphinfish,IF,TRUE,FALSE,0,5.45,,2
March-10-01,Club Náutico de La Parguera,192,48,8,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,10.45,,2
March-10-01,Club Náutico de La Parguera,192,48,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,12.72,,2
March-17-01,Ponce Yacht and Fishing Club,88,22,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,4.54,,2
March-17-01,Ponce Yacht and Fishing Club,88,22,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,8.18,,2
March-17-01,Ponce Yacht and Fishing Club,88,22,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5,,2
March-17-01,Ponce Yacht and Fishing Club,88,22,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,9.54,,2
March-17-01,Ponce Yacht and Fishing Club,88,22,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,12.27,,2
March-17-01,Ponce Yacht and Fishing Club,88,22,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,13.18,,2
March-17-01,Ponce Yacht and Fishing Club,88,22,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,0,,2
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,F,TRUE,FALSE,0,13.63,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,F,TRUE,FALSE,0,13.63,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,F,TRUE,FALSE,0,12.72,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,F,TRUE,FALSE,0,10.9,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,F,TRUE,FALSE,0,12.72,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,F,TRUE,FALSE,0,8.63,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,F,TRUE,FALSE,0,7.27,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,F,TRUE,FALSE,0,5,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,M,TRUE,FALSE,0,8.63,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,IF,TRUE,FALSE,0,2.72,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,IF,TRUE,FALSE,0,5,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,IF,TRUE,FALSE,0,3.63,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,F,TRUE,FALSE,0,6.81,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,U,FALSE,FALSE,0,0,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,U,TRUE,FALSE,0,13.63,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,U,TRUE,FALSE,0,10.9,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,M,TRUE,FALSE,0,0,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,M,TRUE,FALSE,0,0,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,F,TRUE,FALSE,0,0,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,F,TRUE,FALSE,0,0,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,F,TRUE,FALSE,0,0,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,F,TRUE,FALSE,0,0,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,F,TRUE,FALSE,0,0,,4
March-25-01,Vista Bahia Rest.-Popa Marina,135,38,9,1,8835290101,Dolphinfish,F,TRUE,FALSE,0,0,,4
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,21.81,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.45,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,2.27,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.45,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,M,TRUE,FALSE,0,14.54,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,5.79,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,5.79,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,5.79,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,5.79,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,5.79,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,5.79,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,5.79,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,5.79,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,5.79,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,5.79,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,5.79,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,5.79,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,5.9,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,7.27,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,6.36,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.45,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,13.63,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.45,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,7.27,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,12.27,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,8.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,16.81,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,2.27,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.45,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,7.27,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,6.94,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,6.94,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,6.94,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,6.94,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,6.94,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,6.94,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,6.94,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,0,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.18,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,I,TRUE,FALSE,0,1.13,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,"Club Pesca Deportiva de Ponce, El Tuque",66,19,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.75,,2
March-31-01,Club Náutico de Boquerón,80,20,11,2,8835290101,Dolphinfish,M,TRUE,FALSE,0,20,,4
March-31-01,Club Náutico de Boquerón,80,20,11,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,13.18,,4
March-31-01,Club Náutico de Boquerón,80,20,11,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,15.96,,4
March-31-01,Club Náutico de Boquerón,80,20,11,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,10,,4
March-31-01,Club Náutico de Boquerón,80,20,11,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,16.82,,4
March-31-01,Club Náutico de Boquerón,80,20,11,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,16.36,,4
March-31-01,Club Náutico de Boquerón,80,20,11,2,8835290101,Dolphinfish,M,TRUE,FALSE,0,15.5,,4
March-31-01,Club Náutico de Boquerón,80,20,11,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,16.36,,4
March-31-01,Club Náutico de Boquerón,80,20,11,2,8835290101,Dolphinfish,M,TRUE,FALSE,0,0,,4
March-31-01,Club Náutico de Boquerón,80,20,11,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,3.4,,4
March-2-02,Club Náutico de La Parguera,196,49,9,2,8835290101,Dolphinfish,M,TRUE,FALSE,0,17.27,,2
March-2-02,Club Náutico de La Parguera,196,49,9,2,8835290101,Dolphinfish,F,TRUE,FALSE,0,9.09,28-42 mi off Cabo Rojo Lighthouse,2
March-2-02,Club Náutico de La Parguera,196,49,9,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,11.36,,2
March-16-02,Ponce Yacht and Fishing Club,80,20,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,4.09,,2
March-16-02,Ponce Yacht and Fishing Club,80,20,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,4.09,,2
March-16-02,Ponce Yacht and Fishing Club,80,20,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,4.09,,2
March-16-02,Ponce Yacht and Fishing Club,80,20,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,2.72,30 mi off Ponce,2
March-16-02,Ponce Yacht and Fishing Club,80,20,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,2.72,30 mi off Ponce,2
March-16-02,Ponce Yacht and Fishing Club,80,20,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,2.72,30 mi off Ponce,2
March-16-02,Ponce Yacht and Fishing Club,80,20,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,2.72,30 mi off Ponce,2
March-16-02,Ponce Yacht and Fishing Club,80,20,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,2.72,30 mi off Ponce,2
March-16-02,Ponce Yacht and Fishing Club,80,20,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,2.72,30 mi off Ponce,2
March-16-02,Ponce Yacht and Fishing Club,80,20,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,2.72,30 mi off Ponce,2
March-16-02,Ponce Yacht and Fishing Club,80,20,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,2.72,30 mi off Ponce,2
March-16-02,Ponce Yacht and Fishing Club,80,20,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,2.72,30 mi off Ponce,2
March-16-02,Ponce Yacht and Fishing Club,80,20,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,2.72,30 mi off Ponce,2
March-16-02,Ponce Yacht and Fishing Club,80,20,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,2.72,30 mi off Ponce,2
March-16-02,Ponce Yacht and Fishing Club,80,20,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,2.72,30 mi off Ponce,2
March-16-02,Ponce Yacht and Fishing Club,80,20,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,2.72,30 mi off Ponce,2
March-16-02,Ponce Yacht and Fishing Club,80,20,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,2.72,30 mi off Ponce,2
March-16-02,Ponce Yacht and Fishing Club,80,20,8,2,8835290101,Dolphinfish,U,TRUE,FALSE,0,2.72,30 mi off Ponce,2
March-1-03,Cangrejos Yacht Club,80,20,8,1,8835290101,Dolphinfish,U,TRUE,FALSE,0,7.72,,1
March-1-03,Cangrejos Yacht Club,80,20,8,1,8835290101,Dolphinfish,U,TRUE,FALSE,0,5.45,,1
